engine_id,cycle,timestamp,temperature,vibration,pressure,rpm,failure_within_30_cycles
1,1,2026-01-01 00:00:00,546.9129784303897,0.1891268813609317,119.68973833868573,3000.456930886632,0
1,2,2026-01-01 00:10:00,551.453944123129,0.15183792789243603,121.77582267285172,3005.552705389576,0
1,3,2026-01-01 00:20:00,551.5829802301917,0.14486625927176636,116.82910771168953,3021.0500777244706,0
1,4,2026-01-01 00:30:00,554.0260209925411,0.14566960569927406,121.21442166160733,2994.666324607306,0
1,5,2026-01-01 00:40:00,549.5004595205814,0.180605665928129,119.24256313321555,2997.2860524004323,0
1,6,2026-01-01 00:50:00,549.9162032856478,0.13333003852892927,116.75949734863264,2985.7783918058212,0
1,7,2026-01-01 01:00:00,,0.18302637688817447,121.44641627764922,3002.637082473042,0
1,8,2026-01-01 01:10:00,549.2167017630019,0.1943624517520145,115.67255502956598,2988.150999135825,0
1,9,2026-01-01 01:20:00,544.3999220226926,0.13952851909689584,115.37900685537431,2987.2583435790325,0
1,10,2026-01-01 01:30:00,555.3372968924946,0.11692626807241875,119.84097501705813,2999.3124682889315,0
1,11,2026-01-01 01:40:00,555.1841418726882,0.13428282803203734,120.17031933004584,3005.800057000132,0
1,12,2026-01-01 01:50:00,548.4117974215171,0.18411848090542227,120.88027415936344,2956.270666918262,0
1,13,2026-01-01 02:00:00,551.9479060063662,0.1604052993631275,120.33475476234071,2993.919963662919,0
1,14,2026-01-01 02:10:00,551.253442472068,0.18298053791216096,121.71574819008578,2983.571259612102,0
1,15,2026-01-01 02:20:00,551.6192503628337,0.22944579778410434,120.0745190558961,3000.954585556634,0
1,16,2026-01-01 02:30:00,547.5590385842575,0.6561140842300581,118.3210364712311,2982.1045145750427,0
1,17,2026-01-01 02:40:00,552.3380944542439,0.1291104282545226,118.35001533747696,3004.488162188042,0
1,18,2026-01-01 02:50:00,556.2682995222848,0.20515369075893936,117.8443974010311,2973.9422024827945,0
1,19,2026-01-01 03:00:00,562.4022209991907,0.16637939393475454,118.91139703779665,2949.7494712751145,0
1,20,2026-01-01 03:10:00,556.1550747562464,0.20077041766992962,116.03735246176171,2998.0943375990255,0
1,21,2026-01-01 03:20:00,555.5876519708062,0.21014740759218092,118.8254908059577,2968.7832896547156,0
1,22,2026-01-01 03:30:00,553.9233062733912,0.13084543909277774,117.88242160512131,2956.848707136692,0
1,23,2026-01-01 03:40:00,553.9174704938812,0.22627160689512166,118.5181211445041,2979.909309566952,0
1,24,2026-01-01 03:50:00,558.8091702918692,0.20906132356171891,118.43589910861536,2975.1968503962876,0
1,25,2026-01-01 04:00:00,557.0885716170462,0.15064465535610555,112.88552604598732,2990.247127122363,0
1,26,2026-01-01 04:10:00,554.5574091769662,0.1890025427991685,115.89906982123419,2990.4027368828633,0
